imdbId,title,genre,score,viewers
tt2876408,Mr Joe B. Carvalho(2014),Comedy,3.5,598
tt2905838,Bang Bang(2014),Action | Adventure | Comedy,5.6,25K
tt2907156,Paranthe Wali Gali(2014),Drama | Romance,5.0,93
tt2912578,Ankur Arora Murder Case(2013),Drama | Thriller,6.5,2.1K
tt2929840,Zindagi 50 50(2013),Drama,2.8,248
tt2941856,Enemmy(2013),Action | Crime | Drama,5.0,254
tt2946506,It's Rocking: Dard-E-Disco(2012),Comedy,4.9,13
tt2951576,One by Two(2014),Comedy | Drama | Romance,3.9,762
tt2976172,Sixteen(2013),Drama | Romance | Thriller,6.2,1.8K
tt2976176,Lakshmi(2014),Drama,7.9,1.7K
tt2978626,Entertainment(2014),Comedy,4.5,9.1K
tt2980794,Highway(2014),Drama | Romance,7.6,30K
tt2988272,Shuddh Desi Romance(2013),Comedy | Drama | Romance,5.8,10K
tt2998196,Kuku Mathur Ki Jhand Ho Gayi(2014),Comedy | Romance,5.3,258
tt3001638,Mary Kom(2014),Biography | Drama | Sport,6.8,11K
tt3005850,Sooper Se Ooper(2013),Comedy,4.3,202
tt3017412,Happy Ending(2014),Comedy | Romance,5.3,3.8K
tt3021244,Chaarfutiya Chhokare(2014),Drama | Thriller,5.7,54
tt3031896,Lakeer ka Fakeer(2013),Crime,5.2,151
tt3036740,Humshakals(2014),Comedy,1.7,8.5K
tt3038772,Kaanchi(2014),Drama | Musical | Romance,4.3,676
tt3044882,Nasha(2013),Drama | Romance | Thriller,3.2,1.3K
tt3045946,Tara: The Journey of Love and Passion(2013),Drama,4.8,136
tt3056632,Manjunath(2014),Drama,7.1,509
tt3059106,Satya 2(2013),Crime,5.8,1K
tt3138602,Warning(2013),Adventure | Thriller,4.7,287
tt3142232,Heropanti(2014),Action | Romance,5.2,10K
tt3142688,Finding Fanny(2014),Comedy | Drama | Romance,5.7,6.6K
tt3160450,Ooops a Desi(2013),Thriller,7.0,185
tt3169676,Meinu Ek Ladki Chaahiye(2014),Drama,3.4,17
tt3169704,Raqt(2013),Thriller,5.8,10
tt3173910,Hasee Toh Phasee(2014),Comedy | Romance,6.8,16K
tt3177332,Horror Story(2013),Horror,4.2,2K
tt3211088,Le Gaya Saddam(2012),Comedy,6.3,22
tt3211170,Say Yes to Love(2012),Romance,6.5,16
tt3257168,Shorts(2013),Drama,6.4,475
tt3260588,Bin Phere Free Me Tere(2013),Comedy,4.6,23
tt3290688,Revolver Rani(2014),Action | Comedy | Crime,4.6,2K
tt3302962,Shaadi Ke Side Effects(2014),Comedy | Romance,5.6,4.2K
tt3303416,Ya Rab(2014),Drama,6.0,289
tt3309662,Jackpot(2013),Comedy | Thriller,2.0,806
tt3309844,Titoo MBA(2014),Comedy,4.4,119
tt3322420,Queen(2014),Adventure | Comedy | Drama,8.1,67K
tt3324810,Chhota Bheem and the Throne of Bali(2013),Animation,5.9,240
tt3334348,Heartless(2014),Drama | Family | Romance,5.2,527
tt3357416,What the Fish(2013),Adventure | Comedy | Drama,5.1,231
tt3359290,Bobby Jasoos(2014),Comedy | Drama | Thriller,5.5,2.4K
tt3362728,Ungli(2014),Comedy | Drama | Thriller,5.9,4.1K
tt3369670,Children of War(2014),Drama | History | War,6.6,1.3K
tt3380264,Kill Dil(2014),Action | Crime | Drama,4.5,4.4K
tt3382148,Yaariyan(2014),Drama | Romance,2.7,3.6K
tt3390572,Haider(2014),Crime | Drama | Romance,8.0,56K
tt3398052,Daawat-e-Ishq(2014),Comedy | Drama | Romance,6.1,6K
tt3415692,Mahabharat(2013),Animation | Action,5.3,635
tt3426144,Babloo Happy Hai(2014),Comedy | Drama | Romance,6.8,88
tt3449320,Darr @ the Mall(2014),Horror | Thriller,4.9,1K
tt3465488,Karle Pyaar Karle(2014),Action | Romance,2.5,158
tt3483596,O Teri(2014),Comedy | Drama,3.4,646
tt3483646,Bewakoofiyaan(2014),Comedy | Drama | Romance,5.5,4.5K
tt3483712,Raja Natwarlal(2014),Drama | Thriller,6.2,4.5K
tt3495000,Mardaani(2014),Action | Drama | Thriller,7.3,13K
tt3498050,Mokssh(2013),Drama | Musical,6.4,20
tt3498078,Ebn-e-Batuta(2014),Sci-Fi,4.4,33
tt3501994,Hawaa Hawaai(2014),Drama | Family | Sport,7.3,1.8K
tt3514330,Youngistaan(2014),Drama,5.2,1.9K
tt3524410,Yeh Hai Bakrapur(2014),Comedy | Drama,3.9,317
tt3527144,The Dirty Relation(2013),Thriller,3.6,15
tt3531604,Gang of Ghosts(2014),Comedy | Drama,3.7,432
tt3531852,Bhoothnath Returns(2014),Comedy | Drama | Fantasy,6.6,6K
tt3539966,Dishkiyaoon(2014),Action | Thriller,5.2,1.1K
tt3542028,Chal Bhaag(2014),Comedy,3.7,110
tt3554418,Khoobsurat(2014),Comedy | Romance,6.4,8.9K
tt3565354,Karar: The Deal(2014),Thriller,4.3,71
tt3585758,Kahin Hai Mera Pyar(2014),Drama | Musical | Romance,6.5,22
tt3592020,Neighbours(2014),Horror,3.4,58
tt3617048,Angry Young Man(2014),Action,5.7,14
tt3619772,Hate Story 2(2014),Drama | Romance | Thriller,4.4,2.3K
tt3619854,Creature(2014),Horror | Sci-Fi,3.2,1.5K
tt3636776,Samrat & Co.(2014),Mystery,6.2,1.4K
tt3640942,Koyelaanchal(2014),Action | Drama,5.4,287
tt3645014,The Xpose(2014),Thriller,3.3,1.7K
tt3672618,Dekh Tamasha Dekh(2014),Comedy,6.1,306
tt3678938,Humpty Sharma Ki Dulhania(2014),Comedy | Drama | Romance,6.0,14K
tt3681414,Purani Jeans(2014),Drama,6.2,842
tt3683702,Fugly(2014),Drama | Thriller,4.7,1.1K
tt3709344,CityLights(2014),Drama | Thriller,7.3,5.3K
tt3716142,Lekar Hum Deewana Dil(2014),Comedy | Romance,4.7,712
tt3720634,3 AM: A Paranormal Experience(2014),Horror | Romance,4.4,611
tt3748000,Bollywood Villa(2014),Thriller,5.1,14
tt3794302,Pizza(2014),Horror | Thriller,6.2,1.4K
tt3814100,M.A.D: Mad About Dance(2014),Drama | Musical,5.2,131
tt3822600,Amit Sahni Ki List(2014),Comedy | Romance,5.4,372
tt3847072,Ekkees Toppon Ki Salaami(2014),Comedy,6.1,556
tt3848888,The Shaukeens(2014),Comedy,4.9,3.1K
tt3877652,Desi Kattey(2014),Action,4.3,153
tt3881136,Life Is Beautiful(2014),Comedy | Romance,5.5,55
tt3893476,Spark(2014),Action,5.8,47
tt4010306,Jigariyaa(2014),Drama,4.9,323
tt4045666,Mumbai Delhi Mumbai(2014),Comedy | Romance,5.7,380
tt4119196,Love U Crazy Girl(2014),Mystery,4.8,12
tt4187650,Trip to Bhangarh(2014),Horror,2.5,316
tt4219300,Gollu aur Pappu(2014),Comedy,3.8,127
tt4228746,Zid(2014),Thriller,4.5,1.4K
